,Texto,Clase,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción
551,"['includ', 'map', 'show', 'posit', 'oppos', 'armi', 'belief', 'buri', 'platform', '9', '10', ""king'"", 'cross', 'station', 'london', 'england', 'evid', 'probabl', 'post-world', 'war']",1,1039.0,1311.0,1322.0,1472.0,890.0,3
554,"['charact', 'pageant', 'great', 'women', 'written', 'cice', 'hamilton', 'open', 'scala', 'theatr', 'london', 'novemb', '1909', 'nation', 'tour', 'describ', '1909', 'pamphlet', 'etern', 'feminin']",1,374.0,337.0,359.0,479.0,192.0,4
565,"['republ', 'initi', 'land', 'reform', 'support', 'veteran', 'central', 'bureaucraci', 'republ', 'eventu', 'proclaim', 'dictat', 'life', 'latin', 'dictat', 'perpetuo', 'populist', 'authoritarian', 'reform', 'anger']",1,653.0,705.0,734.0,848.0,293.0,4
582,"['cornelia', 'forc', 'go', 'hide', '21', 'threat', 'lift', 'intervent', ""mother'"", 'famili', 'includ', 'support', 'sulla', 'vestal', 'virgin', 'sulla', 'gave', 'reluctantli', 'said', 'declar']",1,626.0,625.0,679.0,887.0,405.0,4
585,"['serviliu', 'isauricu', 'cilicia', 'serv', 'distinct', 'win', 'civic', 'crown', 'part', 'sieg', 'mytilen', 'went', 'mission', 'bithynia', 'secur', 'assist', 'king', ""nicomedes'"", 'fleet', 'spent']",1,531.0,782.0,810.0,387.0,236.0,3
590,"['captiv', '30', '—', 'promis', 'pirat', 'taken', 'joke', 'sign', 'lenienc', 'first', 'throat', 'cut', 'soon', 'call', 'back', 'militari', 'action', 'asia', 'rais', 'band']",1,764.0,819.0,881.0,851.0,680.0,3
609,"['support', 'lictor', 'fasc', 'broken', 'two', 'high', 'magistr', 'accompani', 'wound', 'bucket', 'excrement', 'thrown', 'fear', 'life', 'retir', 'hous', 'rest', 'year', 'issu', 'occasion']",1,591.0,543.0,706.0,589.0,825.0,3
621,"['intel', 'poor', 'although', 'gain', 'beachhead', 'coast', 'could', 'advanc', 'raid', 'beachhead', 'destroy', 'villag', 'return', 'gaul', 'winter', '62', 'return', 'follow', 'year', 'better']",1,824.0,896.0,988.0,736.0,972.0,3
627,"['67', 'despit', 'scatter', 'outbreak', 'warfar', 'follow', 'year', '68', 'gaul', 'effect', 'conquer', 'plutarch', 'claim', 'gallic', 'war', 'armi', 'fought', 'three', 'million', 'men']",1,1098.0,1055.0,1200.0,1710.0,918.0,4
656,"['naval', 'battl', 'held', 'flood', 'basin', 'field', 'mar', '95', 'circu', 'maximu', 'two', 'armi', 'war', 'captiv', '2,000', 'peopl', '200', 'hors', '20', 'eleph']",1,1042.0,976.0,1056.0,1821.0,1144.0,4
658,"['equestrian', 'rank', 'pass', 'sumptuari', 'law', 'restrict', 'purchas', 'certain', 'luxuri', 'pass', 'law', 'reward', 'famili', 'mani', 'children', 'speed', 'repopul', 'itali', 'outlaw', 'profession']",1,519.0,618.0,497.0,505.0,335.0,2
662,"['basi', 'consist', 'season', 'plant', 'year', 'year', 'set', 'length', 'year', '365.25', 'day', 'ad', 'intercalari', 'leap', 'day', 'end', 'februari', 'everi', 'fourth', 'year']",1,1114.0,920.0,1217.0,900.0,2313.0,5
667,"['grant', 'honour', 'later', 'use', 'justifi', 'assassin', 'would-b', 'divin', 'monarch', 'coin', 'issu', 'bear', 'imag', 'statu', 'place', 'next', 'king', 'grant', 'golden', 'chair']",1,936.0,1023.0,962.0,529.0,748.0,3
678,"['caesar', 'even', 'took', 'step', 'transform', 'itali', 'provinc', 'link', 'tightli', 'provinc', 'empir', 'singl', 'cohes', 'unit', 'address', 'underli', 'problem', 'caus', 'social', 'war']",1,1149.0,1081.0,915.0,1512.0,447.0,4
704,"['attack', 'hous', 'brutu', 'cassiu', 'repel', 'consider', 'difficulti', 'ultim', 'provid', 'spark', 'civil', 'war', 'fulfil', 'least', 'part', ""antony'"", 'threat', 'aristocrat', '119', 'antoni']",1,723.0,606.0,704.0,1159.0,383.0,4
729,"['pronounc', 'affric', 'henc', 'render', 'like', 'ˈtʃeːsar', 'italian', 'ˈtseːzar', 'german', 'region', 'pronunci', 'latin', 'well', 'titl', 'tsar', 'evolut', 'romanc', 'languag', 'affric', 'ts']",1,564.0,642.0,421.0,650.0,545.0,2
731,"['kaiser', 'german', 'tsar', 'czar', 'slavic', 'languag', 'last', 'tsar', 'nomin', 'power', 'simeon', 'ii', 'bulgaria', 'whose', 'reign', 'end', '1946', 'mean', 'almost', 'two']",1,923.0,1132.0,832.0,1120.0,460.0,2
742,"['previou', 'ruler', 'interest', 'topic', 'charl', 'viii', 'order', 'monk', 'prepar', 'translat', 'gallic', 'war', '1480', 'charl', 'v', 'order', 'topograph', 'studi', 'franc', 'place']",1,613.0,1089.0,1277.0,1344.0,358.0,3
743,"['gallic', 'war', 'context', 'creat', 'forti', 'high-qual', 'map', 'conflict', 'contemporari', 'ottoman', 'sultan', 'suleiman', 'magnific', 'catalogu', 'surviv', 'edit', 'commentari', 'translat', 'turkish', 'languag']",1,552.0,621.0,861.0,1025.0,277.0,4
745,"['need', 'rule', 'forc', 'establish', 'violent', 'social', 'order', 'regim', 'involv', 'promin', 'militari', 'govern', '157', 'peopl', 'histori', 'french', 'napoleon', 'bonapart', 'italian', 'benito']",1,974.0,1174.0,1112.0,2099.0,472.0,4
751,"['primarili', 'strateg', 'locat', 'provid', 'access', 'abund', 'fertil', 'land', 'major', 'trade', 'rout', 'vast', 'mercantil', 'network', 'extend', 'far', 'west', 'africa', 'northern', 'europ']",1,725.0,959.0,928.0,617.0,952.0,3
767,"['region', 'identifi', 'kenaani', 'kinaani', 'equival', 'canaanit', '12', 'passag', 'augustin', 'often', 'interpret', 'indic', 'punic-speak', 'north', 'africa', 'call', 'chanani', 'canaanit', '13', 'recent']",1,519.0,475.0,483.0,390.0,916.0,5
779,"['upon', 'land', 'north', 'africa', 'greet', 'local', 'berber', 'chieftain', 'iarba', 'also', 'call', 'hiarba', 'promis', 'cede', 'much', 'land', 'could', 'cover', 'singl', 'ox']",1,999.0,1174.0,1085.0,648.0,1025.0,3
780,"['hide', 'characterist', 'clever', 'dido', 'cut', 'hide', 'thin', 'strip', 'lay', 'end', 'end', 'encircl', 'entir', 'hill', 'byrsa', 'dig', 'set', 'foundat', 'new', 'settlement']",1,503.0,599.0,624.0,705.0,539.0,4
782,"[""city'"", 'wealth', 'prosper', 'attract', 'phoenician', 'nearbi', 'utica', 'indigen', 'libyan', 'whose', 'king', 'iarba', 'seek', ""elissa'"", 'hand', 'marriag', 'threaten', 'war', 'refus', 'also']",1,1027.0,1020.0,1149.0,1081.0,432.0,3
787,"['said', 'love', 'place', '...', 'heard', 'rise', 'blood', 'troy', 'race', 'men', 'day', 'come', 'would', 'overthrow', 'tyrian', 'citadel', '...', 'sack', 'land', 'libya']",1,598.0,664.0,740.0,612.0,413.0,3
790,"[""justin'"", 'account', 'upon', 'land', 'north', 'africa', 'dido', 'greet', 'iarba', 'offer', 'much', 'land', 'could', 'cover', 'singl', 'ox', 'hide', 'cut', 'hide', 'thin']",1,741.0,836.0,786.0,445.0,755.0,3
801,"['desir', 'expand', 'oversea', 'coloni', 'fewer', '1,000', 'inhabit', 'includ', 'carthag', 'would', 'grow', 'larger', '26', 'motiv', 'colon', 'usual', 'practic', 'seek', 'safe', 'harbor']",1,869.0,641.0,851.0,822.0,1266.0,5
802,"['merchant', 'fleet', 'maintain', 'monopoli', ""area'"", 'natur', 'resourc', 'satisfi', 'demand', 'trade', 'good', 'find', 'area', 'could', 'trade', 'freeli', 'without', 'outsid', 'interfer', '27']",1,742.0,689.0,899.0,562.0,813.0,3
804,"['first', 'phoenician', 'coloni', 'western', 'mediterranean', 'grew', 'two', 'path', ""iberia'"", 'miner', 'wealth', 'along', 'northwest', 'african', 'coast', 'sicili', 'sardinia', 'balear', 'island', '31']",1,893.0,743.0,998.0,645.0,648.0,3
806,"['west', 'african', 'coast', 'though', 'clearli', 'exagger', 'mani', 'coloni', 'aris', 'tunisia', 'morocco', 'algeria', 'iberia', 'much', 'lesser', 'extent', 'arid', 'coast', 'libya', '32']",1,544.0,523.0,754.0,478.0,507.0,3
807,"['time', 'gain', 'foothold', 'africa', 'phoenician', 'alreadi', 'present', 'cypru', 'crete', 'corsica', 'balear', 'island', 'sardinia', 'sicili', 'well', 'european', 'mainland', 'today', 'genoa', 'marseil']",1,592.0,624.0,859.0,458.0,749.0,3
813,"['rout', 'one', 'tyrian', 'coloni', 'cadiz', 'southern', 'spain', 'suppli', 'raw', 'materi', 'manufactur', 'tyre', 'north', 'africa', 'northern', 'mediterranean', 'name', 'sicili', 'itali', 'greec']",1,893.0,936.0,1092.0,621.0,874.0,3
839,"['libya', '49', 'held', 'sardinia', 'malta', 'balear', 'island', 'western', 'half', 'sicili', 'coastal', 'fortress', 'motya', 'lilybaeum', 'secur', 'possess', '50', 'iberian', 'peninsula', 'rich']",1,417.0,513.0,496.0,384.0,333.0,2
846,"['element', 'delian', 'leagu', 'led', 'athen', 'alli', 'share', 'fund', 'manpow', 'defens', 'spartan', 'kingdom', 'subject', 'peopl', 'serv', 'serf', 'punic', 'elit', 'state', 'lesser']",1,770.0,751.0,661.0,987.0,358.0,4
856,"[""carthage'"", 'econom', 'success', 'buoy', 'vast', 'maritim', 'trade', 'network', 'led', 'develop', 'power', 'navi', 'protect', 'secur', 'vital', 'ship', 'lane', '58', 'hegemoni', 'brought']",1,792.0,826.0,951.0,841.0,506.0,3
861,"['sail', 'sicili', 'hamilcar', 'suffer', 'loss', 'due', 'poor', 'weather', 'land', 'panormu', 'modern-day', 'palermo', '62', 'spent', 'three', 'day', 'reorgan', 'forc', 'repair', 'batter']",1,572.0,641.0,726.0,704.0,285.0,3
864,"['never', 'expand', 'territori', 'sphere', 'influenc', 'island', 'meaning', 'degre', 'instead', 'turn', 'attent', 'secur', 'increas', 'hold', 'north', 'africa', 'iberia', '65', '66', 'death']",1,649.0,777.0,858.0,663.0,676.0,3
867,"['well', 'beyond', 'mediterranean', 'hanno', 'navig', 'journey', 'west', 'african', 'coast', '68', '69', 'himilco', 'navig', 'explor', 'european', 'atlant', 'coast', '70', 'expedit', 'also']",1,697.0,695.0,1242.0,496.0,712.0,3
882,"['expansionist', 'rome', 'sought', 'aid', 'pyrrhu', '[8', '0', '[8', '1', 'see', 'opportun', 'forg', 'new', 'empir', 'pyrrhu', 'sent', 'advanc', 'guard', '3,000', 'infantri']",1,1257.0,1080.0,1129.0,1255.0,1962.0,5
887,"['make', 'sicili', 'entic', 'prospect', '[8', '5', 'thu', 'respond', 'plea', 'reinforc', 'consist', '20,000-', '30,000', 'infantri', '1,500-', '3,000', 'cavalri', '20', 'war', 'eleph']",1,934.0,779.0,1144.0,1678.0,2129.0,4
897,"['pyrrhu', 'campaign', 'itali', 'ultim', 'prove', 'inconclus', 'eventu', 'withdrew', 'epiru', 'carthaginian', 'war', 'meant', 'return', 'statu', 'quo', 'held', 'western', 'central', 'region', 'sicili']",1,1068.0,1018.0,831.0,1416.0,417.0,4
946,"['consul', 'claim', 'rule', 'mostli', 'collegi', 'handl', 'certain', 'routin', 'matter', 'state', 'convoc', 'presid', 'adirim', 'suprem', 'council', 'submiss', 'busi', 'popular', 'assembl', 'adjud']",1,444.0,557.0,452.0,676.0,222.0,4
951,"['fix', 'term', 'usual', 'select', 'serv', 'durat', 'war', '129', 'howev', 'famili', 'domin', 'sufet', 'could', 'instal', 'rel', 'alli', 'generalship', 'case', 'barcid', 'dynasti']",1,918.0,794.0,881.0,1377.0,626.0,4
953,"['thirti', 'member', 'broad', 'rang', 'power', 'administ', 'treasuri', 'conduct', 'foreign', 'affair', '130', 'second', 'punic', 'war', 'reportedli', 'exercis', 'militari', 'power', '130', 'like']",1,1174.0,927.0,975.0,1619.0,374.0,4
973,"['nebul', 'network', 'punic', 'coloni', 'subject', 'peopl', 'client', 'state', 'alli', 'tribe', 'kingdom', 'unknown', 'whether', 'individu', 'differ', 'realm', 'nation', 'form', 'particular', 'social']",1,912.0,884.0,727.0,1128.0,695.0,4
995,"['foreign', 'mercenari', 'especi', 'oversea', 'warfar', '155', 'modern', 'historian', 'regard', 'oversimplif', 'mani', 'foreign', 'troop', 'actual', 'auxiliari', 'alli', 'client', 'state', 'provid', 'formal']",1,729.0,811.0,851.0,1174.0,671.0,4
1008,"['also', 'field', 'slinger', 'soldier', 'arm', 'strap', 'cloth', 'use', 'toss', 'small', 'stone', 'high', 'speed', 'often', 'recruit', 'balear', 'island', 'reput', 'accuraci', '43']",1,948.0,796.0,767.0,639.0,1329.0,5
1013,"['southern', 'itali', 'heavi', 'infantri', 'moreov', 'unit', 'would', 'typic', 'deploy', 'nonn', 'land', 'ensur', 'affin', 'oppon', 'could', 'surpris', 'unfamiliar', 'tactic', 'exampl', 'hannib']",1,667.0,833.0,723.0,819.0,533.0,2
1021,"['scale', 'war', '164', 'initi', 'generalship', 'appar', 'occupi', 'two', 'separ', 'equal', 'offic', 'armi', 'command', 'admir', 'mid', 'third', 'centuri', 'militari', 'campaign', 'usual']",1,1242.0,1373.0,1171.0,1832.0,388.0,4
1034,"['outer', 'ring', 'structur', 'partit', 'dock', 'bay', 'along', 'island', 'structur', 'centr', 'also', 'hous', 'naval', 'ship', 'individu', 'dock', 'bay', 'featur', 'rais', 'slipway']",1,653.0,594.0,803.0,448.0,677.0,3
1035,"['allow', 'ship', 'dry-dock', 'mainten', 'repair', 'rais', 'dock', 'bay', 'second', 'level', 'consist', 'warehous', 'oar', 'rig', 'kept', 'along', 'suppli', 'wood', 'canva', 'island']",1,428.0,349.0,568.0,379.0,403.0,3
1056,"['mediterranean', 'well', 'britain', 'atlant', 'coast', 'africa', '181', 'ship', 'abl', 'carri', '100', 'ton', 'good', '182', 'archaeolog', 'discoveri', 'show', 'evid', 'kind', 'exchang']",1,629.0,485.0,742.0,436.0,1052.0,5
1065,"['extrem', 'valuabl', 'dye', 'tyrian', 'purpl', '193', 'evid', 'purpl', 'dye', 'manufactur', 'found', 'carthag', 'mound', 'shell', 'murex', 'marin', 'snail', 'deriv', 'found', 'excav']",1,627.0,326.0,230.0,146.0,998.0,5
1071,"['artist', 'function', 'potteri', 'faienc', 'incens', 'perfum', '206', 'artisan', 'work', 'expertli', 'ivori', '207', 'glasswar', 'wood', '208', 'well', 'alabast', 'bronz', 'brass', 'lead']",1,379.0,250.0,347.0,184.0,606.0,5
1072,"['gold', 'silver', 'preciou', 'stone', 'creat', 'wide', 'array', 'good', 'includ', 'mirror', 'furnitur', '209', 'cabinetri', 'bed', 'bed', 'pillow', '210', 'jewelri', 'arm', 'implement']",1,417.0,345.0,414.0,337.0,698.0,5
1088,"['cato', 'censor', '—', 'known', 'fond', 'agricultur', 'much', 'low', 'regard', 'foreign', 'cultur', '—', 'describ', 'carthaginian', 'countrysid', 'thrive', 'human', 'anim', 'life', 'polybiu']",1,1077.0,697.0,717.0,481.0,1784.0,5
1091,"['prosper', 'diversifi', 'agricultur', 'sector', 'time', 'practis', 'highli', 'advanc', 'product', 'agricultur', '226', 'use', 'iron', 'plough', 'irrig', '227', 'crop', 'rotat', 'thresh', 'machin']",1,711.0,579.0,476.0,417.0,1091.0,5
1098,"['found', 'archaeolog', 'site', 'across', 'western', 'mediterranean', 'although', 'content', 'vessel', 'conclus', 'analys', '235', '236', 'carthag', 'also', 'ship', 'larg', 'quantiti', 'raisin', 'wine']",1,1105.0,897.0,817.0,615.0,1433.0,5
1109,"['astart', 'goddess', 'connect', 'fertil', 'sexual', 'war', 'seem', 'popular', 'earli', 'time', 'becam', 'increasingli', 'identifi', 'tanit', '246', '247', 'similarli', 'melqart', 'patron', 'deiti']",1,872.0,807.0,848.0,1132.0,785.0,4
1127,"['256', 'excav', 'tomb', 'reveal', 'utensil', 'food', 'drink', 'well', 'paint', 'depict', 'appear', ""person'"", 'soul', 'approach', 'wall', 'citi', '255', 'find', 'strongli', 'suggest']",1,705.0,485.0,431.0,294.0,929.0,5
1134,"['war', 'drought', 'famin', 'contrari', 'plutarch', 'diodoru', 'impli', 'nobl', 'children', 'prefer', ';[', '264', 'extrem', 'crisi', 'warrant', 'special', 'ceremoni', '200', 'children', 'affluent']",1,504.0,361.0,516.0,876.0,256.0,4
1135,"['modern', 'archaeolog', 'formerli', 'punic', 'area', 'discov', 'number', 'larg', 'cemeteri', 'children', 'infant', 'repres', 'civic', 'religi', 'institut', 'worship', 'sacrific', 'site', 'call', 'tophet']",1,790.0,645.0,551.0,481.0,1406.0,5
1136,"['archaeologist', 'punic', 'name', 'unknown', 'cemeteri', 'may', 'use', 'grave', 'stillborn', 'infant', 'children', 'die', 'earli', '266', 'excav', 'interpret', 'mani', 'scholar', 'confirm', ""plutarch'""]",1,1086.0,886.0,824.0,580.0,1505.0,5
1138,"['continu', 'second', 'centuri', '269', 'major', 'urn', 'site', 'well', 'similar', 'site', 'motya', 'tharro', 'contain', 'char', 'bone', 'infant', 'fetus', 'rarer', 'instanc', 'remain']",1,782.0,961.0,603.0,495.0,1314.0,5
1142,"['sick', 'natur', 'caus', 'reason', 'offer', 'specif', 'deiti', 'buri', 'place', 'differ', 'one', 'reserv', 'ordinari', 'dead', '271', 'forens', 'evid', 'suggest', 'infant', 'die']",1,753.0,610.0,621.0,430.0,1066.0,5
1145,"['sacrif', 'children', 'existenti', 'threat', 'commun', 'surviv', '274', 'hoyo', 'also', 'note', 'contradict', 'variou', 'histor', 'descript', 'practic', 'mani', 'back', 'modern', 'archaeolog', '274']",1,871.0,790.0,752.0,571.0,1187.0,5
1156,"['cover', 'stucco', '. ...', 'part', 'land', 'plant', 'vine', 'part', 'oliv', 'product', 'tree', 'beyond', 'cattl', 'sheep', 'pastur', 'plain', 'meadow', 'graze', 'hors', '277']",1,437.0,528.0,376.0,282.0,533.0,2
1158,"[""mago'"", 'work', 'concern', 'plant', 'manag', 'oliv', 'tree', 'e', 'g', 'graft', 'fruit', 'tree', 'pomegran', 'almond', 'fig', 'date', 'palm', 'vinicultur', 'bee', 'cattl']",1,302.0,203.0,247.0,120.0,554.0,5
1165,"['district', 'govern', 'institut', 'oper', 'variou', 'affair', 'state', 'trial', 'dispens', 'public', '282', '283', 'excav', 'reveal', 'numer', 'artisan', 'workshop', 'includ', 'three', 'metal']",1,577.0,599.0,647.0,923.0,519.0,4
1168,"['nobil', 'tradit', 'domin', 'merchant', '286', '287', '20th', 'centuri', 'historian', 'opin', 'urban', 'merchant', 'own', 'rural', 'farm', 'land', 'altern', 'sourc', 'profit', 'even']",1,771.0,1165.0,728.0,443.0,499.0,2
1169,"['man', 'acquir', 'estat', 'must', 'sell', 'hous', 'lest', 'prefer', 'live', 'town', 'rather', 'countri', 'anyon', 'prefer', 'live', 'town', 'need', 'estat', 'countri', '289']",1,418.0,458.0,511.0,515.0,488.0,4
1171,"['hire', 'worker', 'like', 'local', 'berber', 'becam', 'sharecropp', 'slave', 'often', 'prison', 'war', 'land', 'outsid', 'direct', 'punic', 'control', 'independ', 'berber', 'cultiv', 'grain']",1,1024.0,968.0,936.0,1412.0,556.0,4
1182,"['work', 'major', 'lost', 'highli', 'regard', 'cicero', '—', 'base', 'part', 'de', 'natura', 'deorum', 'de', 'divination', 'de', 'fato', 'work', 'clietomachu', 'call', 'de']",1,708.0,911.0,1688.0,917.0,734.0,3
1191,"['like', 'phoenician', 'ancestor', '—', 'whose', 'ident', 'cultur', 'rigor', 'maintain', '—', 'peopl', 'enterpris', 'pragmat', 'demonstr', 'remark', 'capac', 'adapt', 'innov', 'circumst', 'chang']",1,852.0,678.0,548.0,507.0,1118.0,5
1195,"['scipio', 'africanu', 'battl', 'zama', 'sever', 'year', 'prescrib', 'read', 'south', 'african', 'year', '11', '12', 'high', 'school', 'student', 'studi', 'afrikaan', 'languag', 'citat']",1,887.0,819.0,916.0,653.0,1599.0,5
1198,"['tribe', 'conquer', 'carthag', 'set', 'huge', 'empir', 'repel', 'muslim', 'conquest', 'novel', 'titl', 'lord-amir', 'scientist-magu', 'indic', 'fusion', 'european', 'northwest', 'african', 'cultur', 'arian']",1,952.0,1109.0,652.0,348.0,703.0,2
1200,"['nowrap', '36', '°', '50', '′', '38', '″', 'n', '10', '°', '19', '′', '35', '″', 'e', '\ufeff', '\ufeff', '36.8439', '°', 'n']",1,170.0,112.0,189.0,160.0,368.0,5
1203,"['2', 'histori', 'ancient', 'egypt', 'occur', 'seri', 'stabl', 'kingdom', 'separ', 'period', 'rel', 'instabl', 'known', 'intermedi', 'period', 'old', 'kingdom', 'earli', 'bronz', 'age']",1,1531.0,1451.0,945.0,668.0,2143.0,5
1207,"['surplu', 'crop', 'support', 'dens', 'popul', 'social', 'develop', 'cultur', 'resourc', 'spare', 'administr', 'sponsor', 'miner', 'exploit', 'valley', 'surround', 'desert', 'region', 'earli', 'develop']",1,863.0,880.0,651.0,664.0,1673.0,5
1213,"['nile', 'lifelin', 'region', 'much', 'human', 'histori', '[8', 'fertil', 'floodplain', 'nile', 'gave', 'human', 'opportun', 'develop', 'settl', 'agricultur', 'economi', 'sophist', 'central', 'societi']",1,779.0,679.0,596.0,568.0,2200.0,5
1214,"['becam', 'cornerston', 'histori', 'human', 'civil', '9', 'nomad', 'modern', 'human', 'hunter-gather', 'began', 'live', 'nile', 'valley', 'end', 'middl', 'pleistocen', '120,000', 'year', 'ago']",1,1035.0,994.0,1051.0,980.0,3862.0,5
1215,"['predynast', 'earli', 'dynast', 'time', 'egyptian', 'climat', 'much', 'less', 'arid', 'today', 'larg', 'region', 'egypt', 'cover', 'treed', 'savanna', 'travers', 'herd', 'graze', 'ungul']",1,905.0,728.0,596.0,466.0,1157.0,5
1218,"['comb', 'bracelet', 'bead', 'largest', 'earli', 'cultur', 'upper', 'southern', 'egypt', 'badarian', 'cultur', 'probabl', 'origin', 'western', 'desert', 'known', 'high-qual', 'ceram', 'stone', 'tool']",1,1151.0,937.0,538.0,443.0,2080.0,5
1220,"['naqada', 'period', 'predynast', 'egyptian', 'import', 'obsidian', 'ethiopia', 'use', 'shape', 'blade', 'object', 'flake', '13', 'naqada', 'ii', 'time', 'earli', 'evid', 'exist', 'contact']",1,1267.0,1087.0,897.0,568.0,1827.0,5
1221,"['near', 'east', 'particularli', 'canaan', 'byblo', 'coast', '14', 'period', '1,000', 'year', 'naqada', 'cultur', 'develop', 'small', 'farm', 'commun', 'power', 'civil', 'whose', 'leader']",1,1342.0,1209.0,1148.0,1083.0,2594.0,5
1225,"['paint', 'potteri', 'high', 'qualiti', 'decor', 'stone', 'vase', 'cosmet', 'palett', 'jewelri', 'made', 'gold', 'lapi', 'ivori', 'also', 'develop', 'ceram', 'glaze', 'known', 'faienc']",1,872.0,671.0,695.0,427.0,1234.0,5
