,TextoCrudo,TextoLimpio,Clase1,Clase2,Clase3,Clase4,Clase5,Predicción,CLASE
61,"Until the end of the 19th century, traditional scholarship dealing with the Celts did acknowledge their presence in the Iberian Peninsula[64][65] as a material culture relatable to the Hallstatt and La Tène cultures. However, since according to the definition of the Iron Age in the 19th century Celtic populations were supposedly rare in Iberia and did not provide a cultural scenario that could easily be linked to that of Central Europe, the presence of Celtic culture in that region was generally not fully recognised. Modern scholarship, however, has clearly proven that Celtic presence and influences were most substantial in what is today Spain and Portugal (with perhaps the highest settlement saturation in Western Europe), particularly in the central, western and northern regions.[66][67]
",,,,,,,,1
62,"In addition to Gauls infiltrating from the north of the Pyrenees, the Roman and Greek sources mention Celtic populations in three parts of the Iberian Peninsula: the eastern part of the Meseta (inhabited by the Celtiberians), the southwest (Celtici, in modern-day Alentejo) and the northwest (Gallaecia and Asturias).[68] A modern scholarly review[69] found several archaeological groups of Celts in Spain:
",,,,,,,,1
63,"The origins of the Celtiberians might provide a key to understanding the Celticisation process in the rest of the Peninsula. The process of Celticisation of the southwestern area of the peninsula by the Keltoi and of the northwestern area is, however, not a simple Celtiberian question. Recent investigations about the Callaici[74] and Bracari[75] in northwestern Portugal are providing new approaches to understanding Celtic culture (language, art and religion) in western Iberia.[76]
",,,,,,,,1
64,"John T. Koch of Aberystwyth University suggested that Tartessian inscriptions of the 8th century BC might be classified as Celtic. This would mean that Tartessian is the earliest attested trace of Celtic by a margin of more than a century.[77]
",,,,,,,,1
65,"The Canegrate culture represented the first migratory wave of the proto-Celtic[78][79] population from the northwest part of the Alps that, through the Alpine passes, had already penetrated and settled in the western Po valley between Lake Maggiore and Lake Como (Scamozzina culture). It has also been proposed that a more ancient proto-Celtic presence can be traced back to the beginning of the Middle Bronze Age, when North Westwern Italy appears closely linked regarding the production of bronze artefacts, including ornaments, to the western groups of the Tumulus culture.[80] La Tène cultural material appeared over a large area of mainland Italy,[81] the southernmost example being the Celtic helmet from Canosa di Puglia.[82]
",,,,,,,,1
66,"Italy is home to Lepontic, the oldest attested Celtic language (from the 6th century BC).[83] Anciently spoken in Switzerland and in Northern-Central Italy, from the Alps to Umbria.[84][85][86][87] According to the Recueil des Inscriptions Gauloises, more than 760 Gaulish inscriptions have been found throughout present-day France – with the notable exception of Aquitaine – and in Italy,[88][89] which testifies the importance of Celtic heritage in the peninsula.
",,,,,,,,1
67,"In 391 BC, Celts ""who had their homes beyond the Alps streamed through the passes in great strength and seized the territory that lay between the Apennine Mountains and the Alps"" according to Diodorus Siculus. The Po Valley and the rest of northern Italy (known to the Romans as Cisalpine Gaul) was inhabited by Celtic-speakers who founded cities such as Milan.[90] Later the Roman army was routed at the battle of Allia and Rome was sacked in 390 BC by the Senones.
",,,,,,,,1
68,"At the battle of Telamon in 225 BC, a large Celtic army was trapped between two Roman forces and crushed.
",,,,,,,,1
69,"The defeat of the combined Samnite, Celtic and Etruscan alliance by the Romans in the Third Samnite War sounded the beginning of the end of the Celtic domination in mainland Europe, but it was not until 192 BC that the Roman armies conquered the last remaining independent Celtic kingdoms in Italy.
",,,,,,,,1
70,"The Celts also expanded down the Danube river and its tributaries. One of the most influential tribes, the Scordisci, had established their capital at Singidunum in the 3rd century BC, which is present-day Belgrade, Serbia. The concentration of hill-forts and cemeteries shows a density of population in the Tisza valley of modern-day Vojvodina, Serbia, Hungary and into Ukraine. Expansion into Romania was however blocked by the Dacians.
",,,,,,,,1
71,"The Serdi were a Celtic tribe[91] inhabiting Thrace. They were located around and founded Serdika (Bulgarian: Сердика, Latin: Ulpia Serdica, Greek: Σαρδῶν πόλις), now Sofia in Bulgaria,[92] which reflects their ethnonym. They would have established themselves in this area during the Celtic migrations at the end of the 4th century BC, though there is no evidence for their existence before the 1st century BC. Serdi are among traditional tribal names reported into the Roman era.[93] They were gradually Thracianized over the centuries but retained their Celtic character in material culture up to a late date.[when?][citation needed] According to other sources they may have been simply of Thracian origin,[94] according to others they may have become of mixed Thraco-Celtic origin. Further south, Celts settled in Thrace (Bulgaria), which they ruled for over a century, and Anatolia, where they settled as the Galatians (see also: Gallic Invasion of Greece). Despite their geographical isolation from the rest of the Celtic world, the Galatians maintained their Celtic language for at least 700 years. St Jerome, who visited Ancyra (modern-day Ankara) in 373 AD, likened their language to that of the Treveri of northern Gaul.
",,,,,,,,1
72,"For Venceslas Kruta, Galatia in central Turkey was an area of dense Celtic settlement.
",,,,,,,,1
73,"The Boii tribe gave their name to Bohemia, Bologna and possibly Bavaria, and Celtic artefacts and cemeteries have been discovered further east in what is now Poland and Slovakia. A Celtic coin (Biatec) from Bratislava's mint was displayed on the old Slovak 5-crown coin.
",,,,,,,,1
74,"As there is no archaeological evidence for large-scale invasions in some of the other areas, one current school of thought holds that Celtic language and culture spread to those areas by contact rather than invasion.[95] However, the Celtic invasions of Italy and the expedition in Greece and western Anatolia, are well documented in Greek and Latin history.
",,,,,,,,1
75,"There are records of Celtic mercenaries in Egypt serving the Ptolemies. Thousands were employed in 283–246 BC and they were also in service around 186 BC. They attempted to overthrow Ptolemy II.
",,,,,,,,1
76,"All Celtic languages extant today belong to the Insular Celtic languages, derived from the Celtic languages spoken in Iron Age Britain and Ireland.[96] They were separated into a Goidelic and a Brythonic branch from an early period.
",,,,,,,,1
77,"Linguists have been arguing for many years whether a Celtic language came to Britain and Ireland and then split or whether there were two separate ""invasions"". The older view of prehistorians was that the Celtic influence in the British Isles was the result of successive invasions from the European continent by diverse Celtic-speaking peoples over the course of several centuries, accounting for the P-Celtic vs. Q-Celtic isogloss. This view has been challenged by the hypothesis that the Celtic languages of the British Isles form a phylogenetic Insular Celtic dialect group.[97]
",,,,,,,,1
78,"In the 19th and 20th centuries, scholars commonly dated the ""arrival"" of Celtic culture in Britain (via an invasion model) to the 6th century BC, corresponding to archaeological evidence of Hallstatt influence and the appearance of chariot burials in what is now England. Some Iron Age migration does seem to have occurred but the nature of the interactions with the indigenous populations of the isles is unknown. According to this model, by about the 6th century (Sub-Roman Britain), most of the inhabitants of the Isles were speaking Celtic languages of either the Goidelic or the Brythonic branch. Since the late 20th century, a new model has emerged (championed by archaeologists such as Barry Cunliffe and Celtic historians such as John T. Koch) which places the emergence of Celtic culture in Britain much earlier, in the Bronze Age, and credits its spread not to invasion, but due to a gradual emergence in situ out of Proto-Indo-European culture (perhaps introduced to the region by the Bell Beaker People, and enabled by an extensive network of contacts that existed between the peoples of Britain and Ireland and those of the Atlantic seaboard.[98][99]
",,,,,,,,1
