,Texto,Clase
207,"['hellen', 'coin', 'german', 'historian', 'johann', 'gustav', 'droysen', 'denot', 'greek', 'languag', 'cultur', 'former', 'persian', 'empir', ""alexander'""]",1
208,"['alexandria', 'antioch', '244', 'seleucia', 'modern', 'baghdad', '245', 'alexand', 'sought', 'greek']",1
209,"['homogen', 'europ', 'successor', 'reject', 'polici']",1
210,"['core', 'hellenist', 'cultur', 'promulg', 'conquest', 'athenian', '247', 'associ', 'greec', ""alexander'"", 'armi', 'led', 'attic-bas', 'koin', 'greek']",1
211,"['franca', 'hellenist', 'land', 'ancestor', 'modern', 'greek', '248', 'furthermor', 'plan', 'govern']",1
212,"['group', 'hellenist', '244', 'hellenist', 'cultur']",1
213,"['pronounc', 'hellen', 'afghanistan', 'india', 'late-ris', 'greco-bactrian', 'kingdom', '250', 'bc', 'modern', 'afghanistan', 'pakistan', 'tajikistan', 'indo-greek', 'kingdom']",1
214,"['250', 'silk', 'trade', 'rout', 'hellenist', 'cultur', 'hybrid', 'iranian', 'buddhist', 'cultur']",1
215,"['3rd', 'centuri', 'bc', '5th', 'centuri']",1
216,[],1
217,[],1
218,"['portray', 'buddha', 'appear', 'perhap', 'greek', 'apollo', 'greco-buddhist', 'style', '250', 'buddhist', 'tradit', 'influenc', 'ancient', 'greek', 'religion']",1
219,"['252', 'mahayana', 'practic', 'burn', 'incens', 'flower', 'food', 'altar', 'similar', 'ancient']",1
220,"['probabl', 'buddhist', 'immort', 'buddhist', 'literatur']",1
221,[],1
222,[],1
223,[],1
224,"['conquest', 'alexand', 'hellenist', 'influenc', 'indian', 'art', 'far-rang', 'area', 'architectur', 'exampl', 'ionic', 'order', 'found', 'pakistan', 'jandial']",1
225,"['influenc', 'patna', 'pataliputra', 'capit', 'date', '3rd', 'centuri', 'bc', '257', 'corinthian']",1
226,"['alexand', 'admir', 'roman', 'want', 'associ', 'achiev', '258', 'polybiu', 'roman', ""alexander'"", 'achiev', 'roman', 'leader', 'pompey', 'epithet']",1
227,"['conquer', 'land', ""alexander'"", '260', 'year-old', 'cloak', 'sign', '258', 'juliu', 'caesar']",1
228,"['sphinx', ""alexander'"", 'profil', '258', 'emperor']",1
229,[],1
230,"['roman', 'writer', 'republican', 'alexand', 'cautionari', 'tale', 'autocrat', 'tendenc', 'kept', 'check', 'republican', '260', 'alexand', 'writer', 'exampl']",1
231,"['pausania', 'write', 'alexand', 'want', 'dig', 'mima', 'today', 'karaburun', 'area', 'succeed', 'mention', 'unsuccess', 'alexand', '262', 'plini']",1
232,"['12', '1', '⁄', 'mi', 'canal', 'connect', 'caystrian', 'hermaean', 'bay', '263']",1
233,"['arrian', 'wrote', 'aristobulu', 'icaru', 'modern', 'failaka', 'persian', 'gulf', 'name', 'alexand', 'order', 'name', 'icaru', 'aegean', 'sea']",1
234,"['legendari', 'account', 'alexand', 'deriv', 'lifetim', 'probabl', 'alexand', '267', 'court', 'historian', 'callisthen', 'portray', 'sea', 'cilicia', 'proskynesi']",1
235,"['invent', 'tryst', 'alexand', 'thalestri', 'queen', 'mythic', 'amazon', 'onesicritu', 'patron', ""alexander'""]",1
236,"['centuri', ""alexander'"", 'death', 'probabl', 'alexandria', 'quantiti', 'legendari', 'materi', 'coalesc', 'text', 'alexand', 'romanc', 'ascrib', 'callisthen', 'therefor']",1
237,"['alexand', ""great'"", 'depict', 'cultur', 'alexand', 'cultur', 'day', 'alexand', 'romanc', 'impact', 'portray', 'alexand', 'cultur', 'persian', 'mediev']",1
238,"['alexand', 'featur', 'modern', 'greek', 'folklor', 'ancient', '271', 'colloqui', 'form', 'name', 'modern', 'greek', 'megalexandro', 'household', 'name']",1
239,"['271', 'well-known', 'fabl', 'greek', 'seamen', 'solitari', 'mermaid', 'grasp', ""ship'"", 'prow']",1
240,"['calm', 'mermaid', 'rage', 'gorgon', 'drag']",1
241,"['pre-islam', 'middl', 'persian', 'zoroastrian', 'literatur', 'alexand', 'refer', 'epithet', 'gujastak', 'accurs', 'accus', 'destroy', 'templ', 'burn', 'sacr']",1
242,"['influenc', 'alexand', 'romanc', 'persian', 'اسکندرنامه', '\u200e', 'iskandarnamah', 'posit', 'portray', 'alexand']",1
243,"['search', 'fountain', '274', 'persian', 'writer']",1
244,"['dhul-qarnayn', 'liter', 'two-horn', 'mention', 'quran', 'scholar', 'base', 'alexand', '273', 'tradit', 'heroic', 'built', 'wall', 'defend', 'nation']",1
245,"['syriac', 'alexand', 'romanc', 'portray', 'christian', 'conqueror', 'pray', 'true', 'god', '273', 'egypt', 'alexand', 'portray', 'son', 'nectanebo']",1
246,"['josephu', 'alexand', 'shown', 'daniel', 'enter', 'jerusalem', 'describ', 'mighti', 'greek', 'king', 'conquer', 'persian', 'empir', 'spare', 'jerusalem']",1
247,"['hindi', 'urdu', 'name', 'sikandar', 'deriv', 'persian', 'name', 'alexand', 'denot', 'talent', 'delhi', 'sultan', 'ruler', 'aladdin', 'khajli']",1
248,"['india', 'turkic', 'afghan', 'sovereign', 'iranian-cultur', 'posit', 'cultur', 'connot', 'alexand', 'indian']",1
249,"['alexand', 'mughal-era', 'persian', 'miniatur', '278']",1
250,"['cultur', 'british', 'metal', 'band', 'iron', 'maiden', 'titl', 'alexand', '1986', 'album', 'somewher', 'written', 'bass', 'player', 'steve']",1
251,"['inscript', 'fragment', 'text', 'written', 'alexand', 'gather', 'alexand', 'lost', 'wrote', 'account', ""alexander'"", 'campaign', 'historian', 'callisthen', ""alexander'""]",1
252,"['campaign', 'onesicritu', ""alexander'"", 'chief', 'helmsman', 'work', 'lost', 'work', 'base', 'origin']",1
253,"['rufu', 'mid-to-l', '1st', 'centuri', 'ad']",1
254,[],1
255,"['scienc', 'classic', 'antiqu', 'encompass', 'inquiri', 'work', 'aim', 'practic', 'goal', 'establish', 'cure', 'varieti', 'investig', 'natur', 'philosophi']",1
256,"['practition', 'profess', 'exampl', 'tradit', 'exampl', 'templ', 'healer', 'encycloped', 'work', 'aristotl']",1
257,"['practic', 'ancient', 'greek', 'establish', 'exemplifi', 'work', 'day', 'greek', 'poet', 'hesiod', 'bc', 'work', 'day', 'farmer', 'season']",1
258,"['held', 'propiti', 'omin', '1', 'bc', 'compil', 'season', 'appear', 'star', 'text']",1
259,"['medicin', 'exampl', 'practic', 'investig', 'natur', 'ancient', 'greek', 'greek', 'medicin', 'profess', 'qualif', 'licens', 'hippocrat', 'tradit', 'templ']",1
260,"['collector', 'drug', 'seller', 'midwiv', 'gymnast', 'trainer', 'qualifi', 'healer', 'patient', '3']",1
261,"['diseas', 'natur', 'epilepsi', 'attack', 'rival']",1
262,[],1
263,"['acut', 'observ', 'natur', 'phenomena', 'aristotl', 'theophrastu', 'wrote', 'anim', 'plant', 'theophrastu', 'produc', 'attempt', 'classifi', 'miner', 'rock']",1
264,"['earliest', 'greek', 'philosoph', 'pre-socrat', 'materialist', 'found', 'order', 'cosmo', 'attitud', 'markedli', 'writer', 'aristotl', 'tend', 'materi', 'sourc']",1
265,"['thale', 'miletu', '624', '546', 'bc', 'came', 'find', 'susten', 'water', 'anaximand', '610', '546', 'bc', 'suggest', 'substanc']",1
266,"['suggest', 'boundless', 'quantiti', 'fail', 'overpow', 'space', 'encompass', 'anaximen', '585', '525']",1
267,"['wine', 'stealer', 'air', 'substanc', 'simpl']",1
268,"['heraclitu', 'ephesu', '535', '475', 'bc', 'substanc', 'fundament', 'element', 'fire', 'empedocl', 'acraga', '490', '430', 'bc', 'assert']",1
269,"['theori', 'impli', 'substanc', 'greek', 'philosoph', 'leucippu', '5th', 'centuri', 'bc', 'democritu', 'abdera', '410', 'bc', 'came', 'notion']",1
270,"['space', 'locat', 'thale', 'democritu', 'import', 'rival', 'suggest', 'ongo', 'debat', 'theori']",1
271,"['pythagora', '582', '507', 'bc', 'fundament', 'unchang', 'underli', 'pythagora', 'order', 'atom', 'geometr', 'triangl', 'squar', 'rectangl', 'larger']",1
272,"['held', 'heavenli', 'perfect', 'sum', '1', '3', '4', 'pythagorean', 'find', 'ration']",1
273,"['pythagorean', 'plato', 'c', '427', 'c', '347', 'bc', 'found', 'order', 'mathemat', 'geometri', 'account', 'plato', 'inscrib', 'entranc']",1
274,"['plato', 'philosoph', 'scientif', 'scientif', 'concept', 'materi', 'imperfect', 'reflect', 'etern', 'unchang', 'idea', 'mathemat', 'diagram', 'reflect', 'etern']",1
275,"['knowledg', 'knowledg', 'scienc', 'imperfect', 'materi', 'found', 'ration', 'analog', 'geometri', 'concept']",1
276,"['aristotl', '384', '322', 'bc', 'disagre', 'teacher', 'plato', 'import', 'aristotl', 'etern', 'unchang', 'know', 'perceiv', 'aristotl', 'observ']",1
277,"[""aristotle'"", 'fundament', 'scienc', 'insist', 'scientif', 'knowledg', 'greek', 'epistem', 'roman', 'scientia', 'knowledg', 'mere', 'descript', 'predict', 'scienc']",1
278,"['aristotl', 'prolif', 'natur', 'philosoph', 'antiqu', 'countless', 'observ', 'habit', 'anim', 'sea', 'lesbo', 'observ', 'large-scal', 'work', 'led']",1
279,"['earth', 'water', 'fire', 'air', 'aether', 'theori', 'element', 'fire', 'air', 'natur']",1
280,"['planet', 'star', 'conclud', 'element', 'aether']",1
281,"['aristotl', 'stone', 'flame', 'pour', 'water', 'theori', 'law', 'motion', 'observ', 'friction', 'omnipres', 'motion', 'unless', 'act', 'heavier']",1
282,"[""aristotle'"", 'successor', 'lyceum', 'theophrastu', 'wrote', 'valuabl', 'describ', 'plant', 'anim', 'work', 'put', 'botani', 'zoolog', 'produc', 'work']",1
283,"['observ', 'exampl', 'refer', 'pyroelectr', 'miner', 'tourmalin', 'straw', 'bit', 'wood', 'heat']",1
284,"['mineralog', 'ultim', 'geolog', 'describ', 'sourc']",1
285,[],1
286,"['import', 'period', 'greek', 'scienc', 'factual', 'knowledg', 'anatomi', 'zoolog', 'botani', 'mineralog', 'astronomi', 'import', 'scientif', 'recognit', 'methodolog']",1
287,"['militari', 'campaign', 'alexand', 'greek', 'thought', 'egypt', 'indu', 'hellenist', 'civil', 'produc', 'alexandria', 'egypt', 'antioch', 'syria', 'greek']",1
288,"['least', 'benefit', 'cross-fertil', 'greek', 'idea', 'larger', 'hellenist', 'secondli', 'royal', 'patron']",1
289,"['research', '3rd', 'centuri', 'bc', 'institut']",1
290,[],1
291,"['interpret', 'hellenist', 'scienc', 'vari', 'english', 'classic', 'scholar', 'cornford', 'import', 'origin', 'work', 'centuri', '600', 'bc', 'italian']",1
292,"['born', '3rd', 'centuri', 'bce', 'forgotten', 'roman', 'period', 'reviv', 'renaiss', '25']",1
293,"['hellenist', 'achiev', 'astronomi', 'engin', 'shown', 'antikythera', 'bce', 'gear', 'motion', 'sun', 'moon', 'lunar', 'solar', 'eclips', 'predict']",1
294,"['centuri', 'simpler', 'eight-gear', 'luni-solar', 'astrolab', 'describ', 'persian', 'scholar', 'al-biruni', 'fail']",1
295,"['geomet', 'archimed', 'c', '287', 'bce', 'apolloniu', 'perga', 'c', '262', 'c', '190', 'bce', 'euclid', 'c', '325']",1
296,"['mathemat', 'centuri', 'built', 'work', 'hellen', 'pythagorean', 'eratosthen', 'knowledg', 'geometri', 'distanc']",1
297,"['astronom', 'hipparchu', 'c', '190', 'c', 'bce', 'built', 'babylonian', 'astronom', 'precess', 'earth', 'plini', 'hipparchu', 'produc', 'star']",1
298,"['comet', 'astronom', 'record', 'star', 'star', 'discov', 'recent', 'celesti', 'globe', 'base']",1
299,"['scienc', 'roman', 'empir', 'period', 'knowledg', 'gain', 'preced', 'hellenist', 'period', 'knowledg', 'area', 'roman', 'conquer', 'work', 'civil']",1
300,"['scienc', 'roman', 'empir', 'latin', 'text', 'compil', 'earlier', 'greek', 'work', 'scientif', 'research', 'teach', 'greek', 'greek', 'hellenist']",1
301,"['roman', 'attempt', 'translat', 'greek', 'write', 'latin', 'success', 'direct', 'knowledg', 'ancient']",1
302,"['import', 'naturali', 'historia', 'plini', 'ce', 'compil', 'natur', 'surviv', 'age', 'plini', 'materi', 'seek', 'phenomena', 'correctli', 'describ']",1
303,"['tree', 'infer', 'observ', 'insect', 'amber', 'sampl', 'naturali', 'historia', 'neatli', 'organ']",1
304,"['abus', 'descript', 'metal', 'miner', 'valuabl']",1
305,[],1
306,"['ptolemi', 'studi', 'astronomi', 'work', 'astronomi', 'secur', 'empir', 'astronom', 'observ', 'astronom', 'theori', 'almagest', 'defin', 'futur', 'astronom']",1
307,"['manner', 'roman-era', 'galen', 'codifi', 'built', 'hellenist', 'knowledg', 'anatomi', 'physiolog', 'care', 'dissect', 'observ', 'dog', 'pig', 'barbari']",1
308,"['roman', 'technolog', 'techniqu', 'engin', 'practic', 'util', 'civil', 'ancient', 'rome', '753', 'bc', '476', 'ad', 'roman', 'empir']",1
309,"['greek', 'etruscan', 'celt', 'technolog', 'civil', 'avail', 'sourc', 'energi', 'roman', 'sourc']",1
310,"['sourc', 'power', 'roman', 'manag', 'surviv', 'day', 'durabl', 'roman', 'dam', 'account', 'techniqu', 'practic', 'util', 'construct', 'rome']",1
311,"['roman', 'experi', 'materi', 'cement', 'mortar', '1', 'concret', 'roman', 'stone', 'wood']",1
312,"['roman', 'technolog', 'battlefield', 'roman', 'cultur', 'militari', 'territori', 'acquisit', 'defens', 'tool', 'civilian', 'administr', 'staff', 'provinci', 'govern']",1
313,"['readili', 'avail', 'sourc', 'power', 'ancient', 'human', 'power', 'anim', 'power', 'util', 'human', 'power', 'movement', 'rang', '80']",1
314,"['grip', 'space', 'overcom', 'assist', 'manipul', 'windlass', 'rope', 'pulley', 'manipul', 'power']",1
315,"['human', 'power', 'movement', 'ship', 'warship', 'wind-pow', 'sail', 'form', 'power', 'water', 'row', 'militari', 'craft', 'battl', '3']",1
316,"['usag', 'anim', 'power', 'speci', 'anim', 'task', 'oxen', 'creatur', 'finest', 'pastur', 'cheap', 'oxen', 'farm', 'mass', 'good']",1
317,"['hors', 'cavalri', 'scout', 'parti', 'carriag', 'passeng', 'materi', 'donkey', 'mule', 'faster']",1
318,"['land', 'schemat', 'ship', 'propel', 'anim', 'discov', 'work', 'anonymu', 'de', 'rebu', 'bellicu', 'describ', 'ship', 'power', 'oxen']",1
319,"['paddl', 'wheel', 'ship', 'likelihood', 'ship', 'built', 'low', 'impract', 'control', 'anim']",1
320,"['power', 'water', 'water', 'wheel', 'water', 'wheel', 'undershot', 'overshot', 'undershot', 'water', 'wheel', 'power', 'natur', 'flow', 'water']",1
321,"['paddl', 'overshot', 'water', 'wheel', 'power', 'water', 'flow', 'bucket', 'achiev', 'aqueduct']",1
322,"['wheel', 'cost', 'aqueduct', 'mild', 'benefit']",1
323,[],1
324,"['roman', 'sun', 'passiv', 'solar', 'heat', 'sourc', 'bath', 'hous', 'therma', 'built', 'window', 'face', 'southwest', 'locat', 'sun']",1
325,"['power', 'steam', 'theoret', 'roman', 'hero', 'alexandria', 'schemat', 'steam', 'ball', 'pivot', 'heat', 'cauldron', 'push', 'steam', 'tube']",1
326,"['roman', 'technolog', 'base', 'craft', 'knowledg', 'contain', 'trade', 'stonemason', 'knowledg', 'tradesman', 'tradesman', 'apprentic', 'sourc', 'theoriz', 'tradesmen']",1
327,"['frontinu', 'writer', 'roman', 'technolog', '4', 'corpu', 'manual', 'mathemat', 'scienc', 'archimed']",1
328,"['mine', 'stone', 'quarri', 'site', 'construct', 'possibl', 'cost', 'stone', 'block', 'form', 'quarri', 'punch', 'hole', 'length', 'width']",1
329,"['water', 'wedg', 'swell', 'forc', 'stone', 'block', 'earth', 'block', 'dimens', '23yd']",1
330,"['ratio', 'mixtur', 'roman', 'lime', 'mortar', 'sand', 'mixtur', 'sand', 'gather', 'sea', 'mixtur', 'ratio', 'sand', 'lime', 'powder']",1
331,"['type', 'roman', 'mortar', 'pozzolana', 'mortar', 'pozzolana', 'volcan', 'clay', 'substanc', 'locat', 'napl', 'mixtur', 'ratio', 'cement', 'pozzolana']",1
332,"['crane', 'construct', 'work', 'possibl', 'load', 'unload', 'ship', 'port', 'state', 'knowledg', 'evid', 'crane', 'capabl', 'lift', 'cargo']",1
333,"['roman', 'pantheon', 'concept', 'beauti', 'symmetri', 'perfect', 'roman', 'mathemat', 'concept', 'work', 'instanc', 'concept', 'perfect', 'pantheon', 'embed']",1
334,"['1', '4', 'add', 'perfect', 'rare', 'quantiti', 'digit', 'digit', 'digit', 'tripl']",1
335,"['cement', 'pantheon', 'mortar', 'construct', 'dome', 'mixtur', 'lime', 'volcan', 'powder', 'pozzolana', 'concret', 'suit', 'construct', 'thick', 'wall']",1
336,"['hagia', 'sophia', 'construct', 'empir', 'construct', 'materi', 'techniqu', 'signatur', 'ancient', 'rome', 'construct', 'pozzolana', 'mortar', 'evid', 'substanc']",1
337,"['pozzalana', 'mortar', 'construct', 'hagia', 'sophia', 'contain', 'volcan', 'ash', 'crush', 'brick', 'dust', 'composit', 'materi', 'pozzalana', 'mortar']",1
338,"['wherea', 'pozzalana', 'mortar', 'crush', 'brick', 'dust', 'tensil', '500', 'psi', 'pozzalana']",1
339,"['mortar', 'mortar', 'joint', 'suggest', 'hagia']",1
340,"['roman', 'construct', 'aqueduct', 'water', 'rome', 'eleven', 'aqueduct', 'limeston', '1', 'million', 'cubic', 'water', 'day', '3.5', 'million']",1
341,"['water', 'aqueduct', 'graviti', 'stone', 'water', 'slant', 'water', 'aqueduct', 'water', 'tank', 'fed', 'pipe', 'fountain', 'toilet', 'etc']",1
342,"['aqueduct', 'ancient', 'rome', 'aqua', 'claudia', 'aqua', 'marcia', 'aqueduct', 'construct', 'surfac', 'arch', '15', 'longest', 'roman', 'aqueduct']",1
343,"['roman', 'aqueduct', 'built', 'fine', 'toler', 'technolog', 'modern', 'power', 'graviti', 'water', 'effici', 'depress', 'deeper', 'invert', 'siphon']",1
344,"['water', 'overshot', 'wheel', 'barbeg', 'roman', 'gaul', 'complex', 'water', 'mill', 'hail']",1
345,"['roman', 'aqueduct', 'conjur', 'water', 'distanc', 'arch', 'bridg', 'water', 'aqueduct', 'bridg', 'roman', 'engin', 'work', 'rout', 'aqueduct']",1
346,"['flow', 'surfac', 'cost', 'bridg', 'cost', 'construct', 'bridg', 'higher', 'surfac', 'sub-surfac']",1
347,"['water', 'flow', 'prevent', 'aqueduct', 'erod']",1
348,"['roman', 'built', 'dam', 'water', 'subiaco', 'dam', 'fed', 'anio', 'novu', 'aqueduct', 'rome', 'built', 'dam', 'countri', 'spain']",1
349,"['built', 'dam', 'sil', 'alluvi', 'gold', 'deposit', 'bed', 'site', 'roman', 'gold']",1
350,"['industrial-scal', 'smith', 'smelt', 'pile', 'slag']",1
351,[],1
352,"['roman', 'built', 'dam', 'store', 'water', 'irrig', 'spillway', 'prevent', 'eros', 'earth-pack', 'egypt', 'roman', 'water', 'technolog', 'wadi']",1
353,"['water', 'produc', 'season', 'flood', 'store', 'season', 'roman', 'success', 'techniqu', 'larger']",1
354,"['roman', 'invent', 'plumb', 'toilet', 'wast', 'dispos', 'minoan', 'wast', 'dispos', 'invent', '3100', 'bce', 'indu', 'valley', 'roman']",1
355,"['bath', 'contain', 'facil', 'bath', 'undress', 'apodyterium', 'roman', 'tepidarium', 'warm', 'moder']",1
356,"['promot', 'sweat', 'prepar', 'caldarium', 'hot']",1
357,[],1
358,"['contain', 'heat', 'import', 'oper', 'bath', 'patron', 'catch', 'cold', 'prevent', 'door', 'door', 'post', 'instal', 'inclin', 'angl']",1
359,"['roman', 'built', 'militari', 'import', 'probabl', 'wagon', 'traffic', 'militari', '400,000', '250,000', 'mi', 'construct', '80,500', '50,000', 'mi']",1
360,"['station', 'refresh', 'govern', 'interv', 'station', 'offici', 'courier', 'dispatch', 'maximum', '800', '500', 'mi', 'hour', 'relay', 'hors']",1
361,"['construct', 'dig', 'length', 'bedrock', 'rock', 'gravel', 'sand', 'layer', 'concret', 'pave', 'polygon', 'rock', 'slab', 'roman', 'built']",1
362,"['roman', 'bridg', 'built', 'stone', 'concret', 'util', 'arch', 'built', 'bc', 'pon', 'aemiliu', 'name', 'pont', 'rotto', 'bridg']",1
363,"['itali', 'biggest', 'roman', 'bridg', ""trajan'"", 'bridg', 'lower', 'danub', 'construct', 'apollodoru']",1
364,"['roman', 'cart', 'came', 'varieti', 'form', 'freight', 'cart', 'good', 'barrel', 'cart', 'liquid', 'cart', 'cylindr', 'barrel', 'horizont']",1
365,"['roman', 'rail', 'cargo', 'load', 'rail', 'groov', 'embed', 'stone', 'roadway', 'cart', 'block', 'axl', 'wooden', 'wheel', 'metal']",1
366,"['cart', 'contain', 'brake', 'elast', 'suspens', 'elast', 'suspens', 'leather', 'belt', 'bronz', 'suspend', 'carriag', 'axl', 'smoother', 'ride']",1
367,"['roman', 'aqueduct', 'mine', 'oper', 'empir', 'site', 'medula', 'north-west', 'spain', 'least', 'enter', 'minehead', 'site', 'dolaucothi', 'wale']",1
368,"['cistern', 'opencast', 'water', 'hydraul', 'mine', 'stream', 'water', 'hillsid', 'reveal', 'gold-bear']",1
369,"['break', 'hard', 'rock', 'vein', 'fire-set']",1
370,"['alluvi', 'gold', 'deposit', 'work', 'gold', 'crush', 'ore', 'wash', 'tabl', 'tank', 'gold-dust', 'nugget', 'vein', 'gold', 'crush']",1
371,"['water-wheel', 'comminut', 'hard', 'ore', 'wash', 'quantiti', 'water', 'deep', 'mine', 'wast']",1
372,"['mine', 'xxxiii', 'naturali', 'historia', 'archaeolog']",1
373,"['pilum', 'spear', '):', 'roman', 'spear', 'favor', 'legionari', 'weigh', 'pound', 'javelin', 'destroy', 'prevent', 'enemi', 'reus', 'spear']",1
374,"['wood', 'middl', 'legionari', 'polybiu', 'historian', 'record', 'roman', 'threw', 'spear', 'charg']",1
375,"['intric', 'armour', 'uncommon', 'cataphract', 'roman', 'perfect', 'torso', 'armour', 'segment', 'plate', 'lorica', 'segmentata', 'segment', 'armour', 'good']",1
